0.01,6.755031395
0.02,6.752289354
0.03,6.749539335
0.04,6.746788464
0.05,6.744037323
0.06,6.741285964
0.07,6.738534393
0.08,6.735782614
0.09,6.73303063
0.1,6.730278444
0.11,6.727526059
0.12,6.724773476
0.13,6.722020698
0.14,6.719267728
0.15,6.716514568
0.16,6.713761219
0.17,6.711007683
0.18,6.708253963
0.19,6.705500059
0.2,6.702745974
0.21,6.699991709
0.22,6.697237266
0.23,6.694482645
0.24,6.691727847
0.25,6.688972875
0.26,6.68621773
0.27,6.683462411
0.28,6.680706921
0.29,6.67795126
0.3,6.67519543
0.31,6.67243943
0.32,6.669683263
0.33,6.666926928
0.34,6.664170426
0.35,6.661413759
0.36,6.658656927
0.37,6.655899929
0.38,6.653142768
0.39,6.650385444
0.4,6.647627957
0.41,6.644870307
0.42,6.642112496
0.43,6.639354523
0.44,6.63659639
0.45,6.633838096
0.46,6.631079642
0.47,6.628321028
0.48,6.625562256
0.49,6.622803324
0.5,6.620044234
0.51,6.617284986
0.52,6.61452558
0.53,6.611766017
0.54,6.609006296
0.55,6.606246419
0.56,6.603486385
0.57,6.600726195
0.58,6.597965849
0.59,6.595205346
0.6,6.592444689
0.61,6.589683876
0.62,6.586922908
0.63,6.584161785
0.64,6.581400508
0.65,6.578639077
0.66,6.575877491
0.67,6.573115751
0.68,6.570353858
0.69,6.567591811
0.7,6.56482961
0.71,6.562067257
0.72,6.55930475
0.73,6.556542091
0.74,6.553779279
0.75,6.551016315
0.76,6.548253199
0.77,6.54548993
0.78,6.54272651
0.79,6.539962937
0.8,6.537199214
0.81,6.534435338
0.82,6.531671312
0.83,6.528907134
0.84,6.526142806
0.85,6.523378327
0.86,6.520613697
0.87,6.517848917
0.88,6.515083986
0.89,6.512318905
0.9,6.509553674
0.91,6.506788294
0.92,6.504022763
0.93,6.501257083
0.94,6.498491253
0.95,6.495725275
0.96,6.492959147
0.97,6.49019287
0.98,6.487426444
0.99,6.484659869
1,6.481893146
1.01,6.479126274
1.02,6.476359254
1.03,6.473592086
1.04,6.470824769
1.05,6.468057305
1.06,6.465289693
1.07,6.462521934
1.08,6.459754026
1.09,6.456985972
1.1,6.45421777
1.11,6.451449421
1.12,6.448680925
1.13,6.445912282
1.14,6.443143493
1.15,6.440374557
1.16,6.437605474
1.17,6.434836245
1.18,6.43206687
1.19,6.429297349
1.2,6.426527682
1.21,6.423757869
1.22,6.42098791
1.23,6.418217806
1.24,6.415447557
1.25,6.412677162
1.26,6.409906622
1.27,6.407135937
1.28,6.404365107
1.29,6.401594133
1.3,6.398823013
1.31,6.396051749
1.32,6.393280341
1.33,6.390508789
1.34,6.387737092
1.35,6.384965252
1.36,6.382193267
1.37,6.379421139
1.38,6.376648867
1.39,6.373876452
1.4,6.371103893
1.41,6.368331192
1.42,6.365558347
1.43,6.362785359
1.44,6.360012228
1.45,6.357238954
1.46,6.354465538
1.47,6.35169198
1.48,6.348918279
1.49,6.346144436
1.5,6.343370451
1.51,6.340596323
1.52,6.337822055
1.53,6.335047644
1.54,6.332273092
1.55,6.329498398
1.56,6.326723563
1.57,6.323948587
1.58,6.321173469
1.59,6.318398211
1.6,6.315622812
1.61,6.312847272
1.62,6.310071592
1.63,6.307295771
1.64,6.30451981
1.65,6.301743709
1.66,6.298967468
1.67,6.296191086
1.68,6.293414565
1.69,6.290637904
1.7,6.287861104
1.71,6.285084164
1.72,6.282307085
1.73,6.279529867
1.74,6.27675251
1.75,6.273975014
1.76,6.271197379
1.77,6.268419605
1.78,6.265641693
1.79,6.262863642
1.8,6.260084874
1.81,6.257306504
1.82,6.254527457
1.83,6.251748232
1.84,6.248968868
1.85,6.246189365
1.86,6.243409725
1.87,6.240629948
1.88,6.237850034
1.89,6.235069984
1.9,6.232289796
1.91,6.229509472
1.92,6.226729011
1.93,6.223948414
1.94,6.22116768
1.95,6.218386811
1.96,6.215605805
1.97,6.212824664
1.98,6.210043387
1.99,6.207261974
2,6.204480425
2.01,6.201698742
2.02,6.198916923
2.03,6.196134969
2.04,6.19335288
2.05,6.190570656
2.06,6.187788297
2.07,6.185005804
2.08,6.182223176
